2023-03-07T03:17:05.968Z [ 0.070105, 29.4542 ] [ 0.070104, 47.0766 ]
2023-03-07T03:17:06.372Z [ 0.070105, 28.1669 ] [ 0.070104, 47.0763 ]
2023-03-07T03:17:06.458Z [ 0.070105, 28.1669 ] [ 0.070104, 47.0763 ]
2023-03-07T03:17:06.659Z [ 0.070105, 28.1669 ] [ 0.070104, 47.0763 ]
2023-03-07T03:17:06.757Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:06.859Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:07.058Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:07.160Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:07.358Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:07.460Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:07.560Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:08.097Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:08.098Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:08.258Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:08.458Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:08.560Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:09.169Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:09.170Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:09.468Z [ 0.070105, 23.0901 ] [ 0.070104, 47.0765 ]
2023-03-07T03:17:10.160Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9997 ]
2023-03-07T03:17:10.262Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9997 ]
2023-03-07T03:17:10.362Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:10.563Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:10.663Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:10.762Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:10.964Z [ 0.070105, 23.0901 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:11.062Z [ 0.070105, 23.0662 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:11.162Z [ 0.070105, 23.0662 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:11.260Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:11.362Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:11.484Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9447 ]
2023-03-07T03:17:11.561Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9402 ]
2023-03-07T03:17:12.162Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:12.364Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:12.463Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:12.562Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:12.661Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:13.463Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:13.568Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:13.666Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:13.864Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:13.964Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:14.163Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:14.264Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:16.365Z [ 0.070105, 20.4945 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:16.463Z [ 0.070105, 11.9635 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:16.566Z [ 0.070105, 11.9635 ] [ 0.070104, 41.9369 ]
2023-03-07T03:17:16.666Z [ 0.070105, 11.9635 ] [ 0.070104, 32.2027 ]
2023-03-07T03:17:16.766Z [ 0.070105, 17.0401 ] [ 0.070104, 37.2791 ]
2023-03-07T03:17:16.864Z [ 0.070105, 17.0401 ] [ 0.070104, 37.2791 ]
2023-03-07T03:17:16.963Z [ 0.070105, 17.0401 ] [ 0.070104, 37.2791 ]
2023-03-07T03:17:17.067Z [ 0.070105, 17.0401 ] [ 0.070104, 32.2027 ]
2023-03-07T03:17:17.165Z [ 0.070105, 17.0401 ] [ 0.070104, 41.0556 ]
2023-03-07T03:17:17.364Z [ 0.070105, 17.0401 ] [ 0.070104, 41.0556 ]
2023-03-07T03:17:17.667Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:17.767Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:17.863Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:17.964Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:18.163Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:18.563Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:18.665Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:18.765Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:18.964Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:19.364Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:20.908Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:20.909Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:20.967Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:21.067Z [ 0.070105, 17.0401 ] [ 0.070104, 40.4556 ]
2023-03-07T03:17:21.467Z [ 0.070105, 17.0401 ] [ 0.070104, 37.2556 ]
2023-03-07T03:17:21.572Z [ 0.070105, 25.7023 ] [ 0.070104, 37.2556 ]
2023-03-07T03:17:21.666Z [ 0.070105, 7.7066 ] [ 0.070104, 28.4027 ]
2023-03-07T03:17:21.771Z [ 0.070105, 7.7066 ] [ 0.070104, 27.258 ]
2023-03-07T03:17:21.871Z [ 0.070105, 7.7066 ] [ 0.070104, 27.258 ]
2023-03-07T03:17:21.972Z [ 0.070105, 2.63 ] [ 0.070104, 32.5038 ]
2023-03-07T03:17:22.068Z [ 0.070105, 2.63 ] [ 0.070104, 34.5354 ]
2023-03-07T03:17:22.165Z [ 0.070105, 2.63 ] [ 0.070104, 34.5354 ]
2023-03-07T03:17:22.269Z [ 0.070105, 2.63 ] [ 0.070104, 34.5354 ]
2023-03-07T03:17:22.368Z [ 0.070105, 2.63 ] [ 0.070104, 34.5354 ]
